Q4,Q5,Q7,Q8,Q10,Q11,Q12,Q13,Q14,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30_2,Q31_2,Q32,Q33,Q34,Q35,Q36,Q77,Q63,Q64,Q65,Q66,Q67,Q68,Q75,Q69,Q70,Q71,Q72,Q73,Q43,Q44,Q45,Q46,Q49,Q50,Q51,Q52,Q82,Q53,Q76,experiment,version,partisantreatment,gc,outparty,pid,item.crime
Male,White/Caucasian,"100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,65,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,40,Somewhat disagree,Strongly disagree,Neither agree nor disagree,No,No,1 - Not at all,4,3,2,3,3,2,3,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,Neither support nor oppose,Unjustified,Yes,NA,NA,NA,1,2,2,1,Democrat,Republican,NA
Male,White/Caucasian,"Less than 30,000",4-year College Degree,Republican,NA,Not a strong Republican,NA,70,No,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,35,83,Somewhat agree,Somewhat disagree,Neither agree nor disagree,No,No,2,1- Very unlike me,3,2,1- Very unlike me,3,2,1- Very unlike me,2,2,2,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,1 - 3 days in jail,Neither support nor oppose,2,1,2,1,Democrat,Republican,vandalism
Male,White/Caucasian,"30,000 – 39,999",High School / GED,Democrat,NA,NA,Strong Democrat,45,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,100,2,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,3,3,3,3,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,2,1- Very unlike me,Florida,Strongly oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,Republican,Democrat,NA
Female,White/Caucasian,"Less than 30,000",High School / GED,Democrat,NA,NA,Strong Democrat,62,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,93,53,Neither agree nor disagree,Strongly disagree,Strongly disagree,No,No,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Florida,Strongly oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Republican,Democrat,NA
Female,White/Caucasian,"60,000 – 69,999",Some College,Republican,NA,Strong Republican,NA,70,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22,69,Somewhat agree,Strongly disagree,Somewhat disagree,No,No,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,16 - 20 years in prison,Strongly oppose,2,1,2,1,Democrat,Republican,assault with a deadly weapon
Female,White/Caucasian,"30,000 – 39,999",High School / GED,Republican,NA,Not a strong Republican,NA,51,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,17,79,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,No,No,1 - Not at all,1- Very unlike me,3,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,4,1- Very unlike me,4,3,1- Very unlike me,3,Florida,Strongly oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,Democrat,Republican,NA
Male,White/Caucasian,"40,000 – 49,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,58,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,77,22,Somewhat agree,Somewhat agree,Somewhat agree,No,No,1 - Not at all,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Florida,More than 20 years in prison,Strongly oppose,2,2,1,1,Republican,Democrat,murder
Female,White/Caucasian,"60,000 – 69,999",2-year College Degree,Republican,NA,Not a strong Republican,NA,64,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,36,74,Strongly agree,Somewhat disagree,Neither agree nor disagree,No,No,1 - Not at all,3,3,5- Very like me,2,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,NA,NA,NA,NA,Oregon,Strongly oppose,Unjustified,Yes,NA,NA,NA,1,2,2,1,Democrat,Republican,NA
Male,White/Caucasian,"100,000 or more","Professional Degree (JD, MD)",Republican,NA,Not a strong Republican,NA,79,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,40,72,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,No,No,1 - Not at all,2,4,1- Very unlike me,1- Very unlike me,3,2,3,1- Very unlike me,4,3,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Washington,Strongly support,Unjustified,Yes,NA,NA,NA,1,1,2,1,Democrat,Republican,NA
Male,White/Caucasian,"30,000 – 39,999",Masters Degree,Republican,NA,Strong Republican,NA,72,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,4,86,Strongly agree,Somewhat agree,Somewhat agree,Yes,No,1 - Not at all,1- Very unlike me,4,5- Very like me,1- Very unlike me,2,4,2,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,2 - 5 years in prison,Oppose,2,2,1,1,Democrat,Republican,arson
Male,White/Caucasian,"70,000 – 79,999",4-year College Degree,Republican,NA,Strong Republican,NA,69,No,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29,81,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Florida,Oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,Democrat,Republican,NA
Male,White/Caucasian,"Less than 30,000",2-year College Degree,Democrat,NA,NA,Strong Democrat,45,No,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80,20,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,No,1 - Not at all,2,2,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,11 - 15 years in prison,Oppose,2,1,1,1,Republican,Democrat,assault with a deadly weapon
Male,White/Caucasian,"100,000 or more",Some College,Republican,NA,Strong Republican,NA,66,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,70,29,Somewhat disagree,Strongly disagree,Somewhat disagree,No,No,1 - Not at all,5- Very like me,5- Very like me,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,5- Very like me,3,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,4 - 30 days in jail,Oppose,2,1,2,1,Democrat,Republican,assault
Female,White/Caucasian,"90,000 – 99,999",Some College,Republican,NA,Not a strong Republican,NA,66,No,Yes,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,51,70,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,1 - 3 days in jail,Neither support nor oppose,2,1,2,1,Democrat,Republican,assault with a deadly weapon
Female,White/Caucasian,"Less than 30,000",High School / GED,Democrat,NA,NA,Strong Democrat,62,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,89,17,Strongly disagree,Strongly disagree,Strongly disagree,No,No,1 - Not at all,1- Very unlike me,3,4,4,2,3,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,Florida,Strongly support,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,Republican,Democrat,NA
Female,White/Caucasian,"30,000 – 39,999",4-year College Degree,Republican,NA,Strong Republican,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA
Male,White/Caucasian,"70,000 – 79,999",4-year College Degree,Republican,NA,Strong Republican,NA,76,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,91,Somewhat agree,Somewhat disagree,Somewhat agree,No,No,1 - Not at all,2,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,4 - 30 days in jail,Oppose,2,2,1,1,Democrat,Republican,assault
Male,White/Caucasian,"Less than 30,000",Masters Degree,Democrat,NA,NA,Strong Democrat,64,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,81,0,Strongly agree,Neither agree nor disagree,Somewhat agree,No,No,1 - Not at all,3,3,3,3,4,2,2,2,2,2,2,2,NA,NA,NA,NA,Oregon,Strongly oppose,Unjustified,Yes,NA,NA,NA,1,2,2,1,Republican,Democrat,NA
Female,White/Caucasian,"Less than 30,000",High School / GED,Democrat,NA,NA,Not a strong Democrat,49,No,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,40,20,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,No,3,2,3,4,4,3,4,2,2,3,3,4,4,NA,NA,NA,NA,Washington,Oppose,Unjustified,Yes,NA,NA,NA,1,1,2,1,Republican,Democrat,NA
Female,White/Caucasian,"Less than 30,000",High School / GED,Republican,NA,Strong Republican,NA,56,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,68,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,New Mexico,Strongly support,Unjustified,Yes,NA,NA,NA,1,2,2,1,Democrat,Republican,NA
Male,White/Caucasian,"Less than 30,000",4-year College Degree,Democrat,NA,NA,Strong Democrat,57,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100,0,Strongly disagree,Somewhat disagree,Somewhat agree,No,No,1 - Not at all,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,2,1- Very unlike me,2,NA,NA,NA,NA,NA,NA,NA,NA,Louisiana,4 - 30 days in jail,Neither support nor oppose,2,1,1,1,Republican,Democrat,assault
Male,White/Caucasian,"Less than 30,000",Some College,Republican,NA,Not a strong Republican,NA,70,No,No,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,25,71,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,3,4,3,3,1- Very unlike me,3,3,1- Very unlike me,4,2,1- Very unlike me,1- Very unlike me,4,Florida,Strongly oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Democrat,Republican,NA
Male,White/Caucasian,"70,000 – 79,999",Some College,Republican,NA,Strong Republican,NA,47,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,50,0,Strongly agree,Strongly disagree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,3,3,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,NA,NA,NA,NA,Oregon,Neither support nor oppose,Unjustified,Yes,NA,NA,NA,1,1,2,1,Democrat,Republican,NA
Female,White/Caucasian,"60,000 – 69,999",4-year College Degree,Republican,NA,Strong Republican,NA,68,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,100,Strongly disagree,Somewhat disagree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,California,6 - 10 years in prison,Oppose,2,2,2,1,Democrat,Republican,arson
Male,White/Caucasian,"40,000 – 49,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,66,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,40,50,Neither agree nor disagree,Strongly disagree,Strongly disagree,No,No,1 - Not at all,2,3,1- Very unlike me,1- Very unlike me,2,3,2,1- Very unlike me,3,2,2,2,Florida,Strongly oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Democrat,Republican,NA
Female,White/Caucasian,"Less than 30,000",4-year College Degree,Democrat,NA,NA,Strong Democrat,58,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100,0,Somewhat agree,Strongly disagree,Neither agree nor disagree,No,Yes,1 - Not at all,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,4,3,NA,NA,NA,NA,Oregon,Neither support nor oppose,Unjustified,Yes,NA,NA,NA,1,2,2,1,Republican,Democrat,NA
Male,White/Caucasian,"100,000 or more",Masters Degree,Republican,NA,Strong Republican,NA,33,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,84,10,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,No,2,4,2,3,4,3,5- Very like me,2,1- Very unlike me,4,3,5- Very like me,4,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,Community service,Support,2,2,1,1,Democrat,Republican,protesting without a permit
Female,White/Caucasian,"Less than 30,000",Some College,Democrat,NA,NA,Strong Democrat,65,No,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,100,7,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,Strongly oppose,Unjustified,Yes,NA,NA,NA,1,1,2,1,Republican,Democrat,NA
Female,White/Caucasian,"100,000 or more",4-year College Degree,Independent,Democratic Party,NA,NA,51,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,0,Strongly agree,Neither agree nor disagree,Somewhat agree,No,No,1 - Not at all,4,3,3,3,3,3,2,1- Very unlike me,3,3,1- Very unlike me,3,NA,NA,NA,NA,Oregon,Strongly oppose,Justified,No,NA,NA,NA,1,1,2,1,Republican,Democrat,NA
Female,White/Caucasian,"90,000 – 99,999",2-year College Degree,Republican,NA,Not a strong Republican,NA,50,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,55,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,2,4,2,2,4,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,4,3,Georgia,Neither support nor oppose,Unjustified,No,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Democrat,Republican,NA
Male,White/Caucasian,"100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,69,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,Strongly agree,Strongly agree,Strongly agree,Yes,No,5 - A great deal,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,Neither support nor oppose,Justified,No,NA,NA,NA,1,1,2,1,Democrat,Republican,NA
Male,White/Caucasian,"Less than 30,000",High School / GED,Republican,NA,Strong Republican,NA,56,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,55,69,Somewhat agree,Somewhat agree,Somewhat disagree,No,No,1 - Not at all,1- Very unlike me,2,3,1- Very unlike me,2,4,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,4,3,NA,NA,NA,NA,NA,NA,NA,NA,Florida,Community service,Support,2,1,2,1,Democrat,Republican,arson
Male,White/Caucasian,"60,000 – 69,999",High School / GED,Republican,NA,Strong Republican,NA,57,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,9,91,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,2,3,1- Very unlike me,2,3,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,Strongly oppose,Unjustified,Yes,NA,NA,NA,1,2,2,1,Democrat,Republican,NA
Female,White/Caucasian,"Less than 30,000",2-year College Degree,Republican,NA,Strong Republican,NA,68,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,71,87,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,No,No,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,Strongly oppose,Unjustified,Yes,NA,NA,NA,1,1,2,1,Democrat,Republican,NA
Male,White/Caucasian,"50,000 – 59,999",4-year College Degree,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,,NA,NA,NA
Male,White/Caucasian,"50,000 – 59,999",4-year College Degree,Republican,NA,Strong Republican,NA,56,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40,60,Somewhat agree,Strongly disagree,Strongly disagree,No,No,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Florida,Strongly oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,Democrat,Republican,NA
Female,White/Caucasian,"50,000 – 59,999",High School / GED,Republican,NA,Not a strong Republican,NA,58,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,23,66,Neither agree nor disagree,Strongly disagree,Somewhat disagree,No,No,1 - Not at all,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,Community service,Oppose,2,1,2,1,Democrat,Republican,vandalism
Male,White/Caucasian,"60,000 – 69,999",Some College,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,,NA,NA,NA
Male,White/Caucasian,"Less than 30,000",High School / GED,Independent,Republican Party,NA,NA,58,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,47,81,Neither agree nor disagree,Strongly disagree,Strongly disagree,No,No,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,NA,NA,NA,NA,Alaska,Community service,Oppose,2,1,2,1,Democrat,Republican,vandalism
Female,White/Caucasian,"Less than 30,000",High School / GED,Republican,NA,Not a strong Republican,NA,46,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,53,53,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,1 - Not at all,3,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,3,5- Very like me,3,1- Very unlike me,4,5- Very like me,5- Very like me,Florida,Strongly oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Democrat,Republican,NA
Female,White/Caucasian,"70,000 – 79,999",4-year College Degree,Republican,NA,Strong Republican,NA,49,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,95,Strongly agree,Somewhat disagree,Somewhat agree,No,No,1 - Not at all,1- Very unlike me,2,4,1- Very unlike me,2,3,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Florida,Strongly oppose,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,Democrat,Republican,NA
Female,White/Caucasian,"100,000 or more",Masters Degree,Republican,NA,Not a strong Republican,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,,NA,NA,NA
Female,White/Caucasian,"100,000 or more",Masters Degree,Republican,NA,Strong Republican,NA,33,Yes,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,100,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Yes,No,5 - A great deal,1- Very unlike me,5- Very like me,2,3,4,5- Very like me,4,1- Very unlike me,5- Very like me,4,1- Very unlike me,3,South Carolina,Neither support nor oppose,Justified,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Democrat,Republican,NA
Female,White/Caucasian,"70,000 – 79,999",2-year College Degree,Republican,NA,Strong Republican,NA,19,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,75,68,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,Yes,3,4,3,3,5- Very like me,4,4,3,4,4,5- Very like me,3,4,Georgia,Support,Unjustified,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Democrat,Republican,NA
